winery,wine_name,year,rating,region,price_euros,vine_type,grape_variety,wine_ageing,service_temperature,quality_price_ratio,luxury_category,cluster_id
Clos Erasmus,Laurel,2017,4.3,Priorato,46.88,Tinto,Grenache / Carinena,0,16-18°C,0.092,0,7
Clos Mogador,Priorat,2006,4.3,Priorato,95.0,Tinto,Grenache / Carinena,0,16-18°C,0.045,1,7
Alvaro Palacios,Finca Dofi,2017,4.3,Priorato,99.9,Tinto,Grenache / Carinena,0,16-18°C,0.043,1,7
Teso La Monja,Victorino,2011,4.3,Toro,47.01,Tinto,Tempranillo,0,16-18°C,0.091,0,7
Dominio de Cair,Seleccion La Aguilera,2016,4.3,Ribera del Duero,15.9,Tinto,Tempranillo,0,16-18°C,0.27,0,7
Torre de Ona,Finca Martelo,2015,4.3,Rioja,21.15,Tinto,Tempranillo,0,16-18°C,0.203,0,7
Ferrer Bobet,Priorat Vinyes Velles,2011,4.3,Priorato,49.9,Tinto,Grenache / Carinena,0,16-18°C,0.086,0,7
Remirez de Ganuza,Rioja Blanco,2018,4.3,Rioja,23.83,Blanco,Viura,0,8-10°C,0.18,0,1
Lustau,Pedro Ximenez Murillo Seleccion del Centenario,2015,4.3,Jerez-Xeres-Sherry,40.0,Generoso,Pedro Ximenez,0,12-14°C,0.108,0,4
Vinedos de Paganos,El Puntido,2016,4.3,Rioja,33.0,Tinto,Tempranillo,0,16-18°C,0.13,0,7
Abadia Retuerta,Pago Negralada,2015,4.3,Sardon de Duero,67.82,Tinto,Tempranillo,0,16-18°C,0.063,1,7
Ramon Bilbao,Mirto,2014,4.3,Rioja,48.34,Tinto,Tempranillo,0,16-18°C,0.089,0,7
Muga,Torre Muga,2005,4.3,Rioja,99.9,Tinto,Tempranillo,0,16-18°C,0.043,1,7
Alvaro Palacios,Vi de Vila Gratallops,2017,4.3,Priorato,54.9,Tinto,Grenache / Carinena,0,16-18°C,0.078,1,7
Martinet,Clos Martinet,2005,4.3,Priorato,116.05,Tinto,Grenache / Carinena,0,16-18°C,0.037,1,7
Alvaro Palacios,Vi de Vila Gratallops,2016,4.3,Priorato,48.75,Tinto,Grenache / Carinena,0,16-18°C,0.088,0,7
Alion,Ribera del Duero,2000,4.3,Ribera del Duero,98.0,Tinto,Tempranillo,0,16-18°C,0.044,1,7
Bodegas Faustino,I Gran Reserva,1964,4.3,Rioja,272.0,Tinto,Tempranillo,1,16-18°C,0.016,1,6
Contino,Rioja Gran Reserva,2015,4.3,Rioja,40.45,Tinto,Tempranillo,1,16-18°C,0.106,0,6
Bodegas Roda,Roda Reserva Rioja,2004,4.3,Rioja,81.35,Tinto,Tempranillo,1,16-18°C,0.053,1,6
Bodegas Faustino,I Gran Reserva,1970,4.3,Rioja,206.91,Tinto,Tempranillo,1,16-18°C,0.021,1,6
Ossian,Vinas Viejas Verdejo,2017,4.3,Castilla y Leon,42.0,Blanco,Verdejo,0,8-10°C,0.102,0,1
Monte Real,Gran Reserva,1998,4.3,Rioja,34.9,Tinto,Tempranillo,1,16-18°C,0.123,0,6
Hacienda Monasterio,Reserva,2013,4.3,Ribera del Duero,53.95,Tinto,Tempranillo,1,16-18°C,0.08,1,6
Remirez de Ganuza,Rioja Vina Coqueta,2008,4.3,Rioja,56.7603202298046,Tinto,Tempranillo,0,16-18°C,0.076,1,7
Protos,Seleccion Finca el Grajo Viejo,2010,4.3,Ribera del Duero,62.74,Tinto,Tempranillo,0,16-18°C,0.069,1,7
St. Petroni,Vermello Vermu,2015,4.3,Galicia,10.89,Desconocido,Blend/Other,0,10-14°C,0.395,0,3
Pintia,Toro,2003,4.3,Toro,107.0,Tinto,Tempranillo,0,16-18°C,0.04,1,7
Marques de Murrieta,Capellania Reserva,2016,4.3,Rioja,32.33,Blanco,Viura,1,8-10°C,0.133,0,1
Llanos Negros,Los Tabaqueros,2006,4.3,La Palma,21.95,Desconocido,Blend/Other,0,10-14°C,0.196,0,3
Finca Torremilanos,Torre Albeniz Reserva Ribera del Duero,2016,4.3,Ribera del Duero,28.85,Tinto,Tempranillo,1,16-18°C,0.149,0,6
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1998,4.3,Rioja,160.0,Tinto,Tempranillo,1,16-18°C,0.027,1,6
Aster,Finca El Otero,2016,4.3,Ribera del Duero,26.9,Tinto,Tempranillo,0,16-18°C,0.16,0,7
Comenge,Familia Comenge Reserva,2016,4.3,Ribera del Duero,21.3,Tinto,Tempranillo,1,16-18°C,0.202,0,6
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2013,4.3,Rioja,42.0,Tinto,Tempranillo,1,16-18°C,0.102,0,6
Bodegas Valduero,Tierra Alta de 2 Cotas Reserva,2014,4.3,Ribera del Duero,30.5,Tinto,Tempranillo,1,16-18°C,0.141,0,6
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1989,4.3,Rioja,160.0,Tinto,Tempranillo,1,16-18°C,0.027,1,6
Bodegas Aragonesas,Fagus de Coto de Hayas Garnacha,2017,4.3,Aragon,21.02,Tinto,Grenache,0,16-18°C,0.205,0,2
Mustiguillo,Finca Terrerazo,2018,4.3,El Terrerazo,22.8,Tinto,Bobal,0,16-18°C,0.189,0,2
Clos Erasmus,Laurel,2018,4.3,Priorato,36.57,Tinto,Grenache / Carinena,0,16-18°C,0.118,0,7
Alvaro Palacios,Finca Dofi,2009,4.3,Priorato,85.0,Tinto,Grenache / Carinena,0,16-18°C,0.051,1,7
Avancia,Godello,2019,4.3,Valdeorras,23.4,Desconocido,Blend/Other,0,10-14°C,0.184,0,3
Clos Mogador,Priorat,2005,4.3,Priorato,110.0,Tinto,Grenache / Carinena,0,16-18°C,0.039,1,7
Cepa 21,Malabrigo Ribera del Duero,2015,4.3,Ribera del Duero,53.5,Tinto,Tempranillo,0,16-18°C,0.08,1,7
Vinedos de Paganos,El Puntido,2017,4.3,Rioja,35.95,Tinto,Tempranillo,0,16-18°C,0.12,0,7
Morca,Godina Garnacha,2019,4.3,Campo de Borja,16.25,Tinto,Grenache,0,16-18°C,0.265,0,2
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2011,4.3,Ribera del Duero,498.614195,Tinto,Tempranillo,1,16-18°C,0.009,1,6
Marques de Tomares,Rioja Gran Reserva,2010,4.3,Rioja,25.95,Tinto,Tempranillo,1,16-18°C,0.166,0,6
Sierra Cantabria,Coleccion Privada,2017,4.3,Rioja,29.0132184621944,Tinto,Tempranillo,0,16-18°C,0.148,0,7
Vall Llach,Porrera Vi de Vila,2012,4.3,Priorato,40.5,Tinto,Grenache / Carinena,0,16-18°C,0.106,0,7
Quinta Sardonia,QS,2014,4.3,Castilla y Leon,35.85,Tinto,Blend/Other,0,16-18°C,0.12,0,2
Comenge,Don Miguel Comenge Reserva,2011,4.3,Ribera del Duero,38.4,Tinto,Tempranillo,1,16-18°C,0.112,0,6
Abadal,3.9,2017,4.3,Pla de Bages,20.65,Tinto,Blend/Other,0,16-18°C,0.208,0,2
Bodega Numanthia,Numanthia,2016,4.3,Toro,39.53,Tinto,Tempranillo,0,16-18°C,0.109,0,7
Pago de Vallegarcia,Montes de Toledo Syrah,2018,4.3,Castilla,25.31,Tinto,Syrah,0,16-18°C,0.17,0,2
Alvaro Palacios,Vi de Vila Gratallops,2018,4.3,Priorato,53.95,Tinto,Grenache / Carinena,0,16-18°C,0.08,1,7
Hermanos Pecina,Finca Iscorta Gran Reserva,2010,4.3,Rioja,27.0,Tinto,Tempranillo,1,16-18°C,0.159,0,6
Abadia Retuerta,Le Domaine Blanco de Guarda,2016,4.3,Sardon de Duero,36.95,Blanco,Blend/Other,0,8-10°C,0.116,0,1
Biniagual,Finca Biniagual Veran,2017,4.3,Binissalem-Mallorca,26.5,Tinto,Blend/Other,0,16-18°C,0.162,0,2
Breca,Brega Garnacha,2017,4.3,Calatayud,27.9,Tinto,Grenache,0,16-18°C,0.154,0,2
Pintia,Toro,2001,4.3,Toro,189.45,Tinto,Tempranillo,0,16-18°C,0.023,1,7
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2010,4.3,Rioja,90.0,Tinto,Tempranillo,0,16-18°C,0.048,1,7
Abadia Retuerta,Le Domaine Blanco de Guarda,2018,4.3,Sardon de Duero,34.1,Blanco,Blend/Other,0,8-10°C,0.126,0,1
Pradorey,Elite,2017,4.3,Ribera del Duero,35.51,Tinto,Tempranillo,0,16-18°C,0.121,0,7
Terras Gauda,La Mar,2018,4.3,Rias Baixas,27.7,Blanco,Albarino,0,8-10°C,0.155,0,1
Abadia Retuerta,Pago Garduna,2015,4.3,Castilla y Leon,75.0,Tinto,Syrah,0,16-18°C,0.057,1,2
Bodegas Faustino,I Gran Reserva,1982,4.3,Rioja,425.0,Tinto,Tempranillo,1,16-18°C,0.01,1,6
Teso La Monja,Victorino,2018,4.3,Toro,35.51,Tinto,Tempranillo,0,16-18°C,0.121,0,7
Ramon Bilbao,Mirto,2015,4.3,Rioja,33.9,Tinto,Tempranillo,0,16-18°C,0.127,0,7
Marques de Riscal,Rioja Reserva,1994,4.3,Rioja,65.0,Tinto,Tempranillo,1,16-18°C,0.066,1,6
Antidoto,La Hormiga de Antidoto,2018,4.3,Ribera del Duero,45.0,Tinto,Tempranillo,0,16-18°C,0.096,0,7
Alvaro Palacios,Finca Dofi,2018,4.3,Priorato,84.9,Tinto,Grenache / Carinena,0,16-18°C,0.051,1,7
Jaro,Chafandin,2015,4.3,Ribera del Duero,27.85,Tinto,Tempranillo,0,16-18°C,0.154,0,7
Pago de Los Capellanes,Reserva Tinto,2018,4.3,Ribera del Duero,30.99,Tinto,Tempranillo,1,16-18°C,0.139,0,6
Clos Mogador,Nelin Priorat,2016,4.3,Priorato,36.5,Tinto,Grenache / Carinena,0,16-18°C,0.118,0,7
Bodega Tesalia,Arcos de la Frontera,2017,4.3,Andalucia,25.9,Tinto,Blend/Other,0,16-18°C,0.166,0,2
Pazo de Rubianes,Albarino,2020,4.3,Rias Baixas,13.75,Blanco,Albarino,0,8-10°C,0.313,0,1
Allende,Calvario Rioja,2006,4.3,Rioja,53.35,Tinto,Tempranillo,0,16-18°C,0.081,1,7
Mas d'en Gil,Clos Fonta Priorat,2014,4.3,Priorato,54.5,Tinto,Grenache / Carinena,0,16-18°C,0.079,1,7
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2014,4.3,Rioja,90.15,Tinto,Tempranillo,0,16-18°C,0.048,1,7
Godeval,Cepas Vellas Godello,2019,4.3,Valdeorras,18.48,Desconocido,Blend/Other,0,10-14°C,0.233,0,3
Contino,Vina del Olivo,2007,4.3,Rioja,92.0,Tinto,Tempranillo,0,16-18°C,0.047,1,7
Dominio del Bendito,Las Sabias,2017,4.3,Toro,22.55,Tinto,Tempranillo,0,16-18°C,0.191,0,7
Clos Galena,Galena,2016,4.3,Priorato,17.95,Tinto,Grenache / Carinena,0,16-18°C,0.24,0,7
Alvaro Palacios,Finca Dofi,2010,4.3,Priorato,85.0,Tinto,Grenache / Carinena,0,16-18°C,0.051,1,7
Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca,2019,4.3,Ribera del Duero,26.9,Tinto,Tempranillo,0,16-18°C,0.16,0,7
Contino,Vina del Olivo,2011,4.3,Rioja,63.95,Tinto,Tempranillo,0,16-18°C,0.067,1,7
Bodegas Olarra,Cerro Anon Rioja Gran Reserva,2015,4.3,Rioja,12.9,Tinto,Tempranillo,1,16-18°C,0.333,0,6
Castell d'Encus,Ekam,2019,4.3,Costers del Segre,24.61,Desconocido,Blend/Other,0,10-14°C,0.175,0,3
Dominio de Atauta,Llanos del Almendro Ribera del Duero,2009,4.3,Ribera del Duero,107.74,Tinto,Tempranillo,0,16-18°C,0.04,1,7
Martinet,Clos Martinet,2004,4.3,Priorato,162.5,Tinto,Grenache / Carinena,0,16-18°C,0.026,1,7
Ordonez,Vatan Tinta de Toro,2018,4.3,Toro,33.6,Tinto,Tempranillo,0,16-18°C,0.128,0,7
Enate,Chardonnay Fermentado en Barrica,2020,4.3,Somontano,16.9,Blanco,Chardonnay,1,8-10°C,0.254,0,1
Scala Dei,Masdeu,2013,4.3,Priorato,84.9,Tinto,Grenache / Carinena,0,16-18°C,0.051,1,7
Francisco Barona,Ribera Del Duero,2019,4.3,Ribera del Duero,30.9,Tinto,Tempranillo,0,16-18°C,0.139,0,7
Dominio do Bibei,Lapola,2017,4.3,Ribeira Sacra,21.8,Desconocido,Blend/Other,0,10-14°C,0.197,0,3
Taron,Pantocrator,2010,4.3,Rioja Alta,19.9,Tinto,Blend/Other,0,16-18°C,0.216,0,2
Castillo de Cuzcurrita,Senorio de Cuzcurrita Rioja,2017,4.3,Rioja,24.3677926503816,Tinto,Tempranillo,0,16-18°C,0.176,0,7
Castillo Perelada,Finca Malaveina,2018,4.3,Emporda,18.88,Tinto,Blend/Other,0,16-18°C,0.228,0,2
Orben,Malpuesto,2017,4.3,Rioja,30.3,Tinto,Tempranillo,0,16-18°C,0.142,0,7
Penafiel,Silencio de Miros Ribera Del Duero,2015,4.3,Ribera del Duero,42.35,Tinto,Tempranillo,0,16-18°C,0.102,0,7
Abadia Retuerta,Pago Valdebellon,2014,4.3,Sardon de Duero,64.5,Tinto,Cabernet Sauvignon,0,16-18°C,0.067,1,2
Clos Figueras,Clos Figueres,2012,4.3,Priorato,49.61,Tinto,Grenache / Carinena,0,16-18°C,0.087,0,7
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1995,4.3,Rioja,145.0,Tinto,Tempranillo,1,16-18°C,0.03,1,6
Jorge Ordonez,No. 2 Victoria,2017,4.3,Malaga,21.4,Desconocido,Blend/Other,0,10-14°C,0.201,0,3
Ontanon,Queiron Mi Lugar,2018,4.3,Rioja,21.5,Tinto,Tempranillo,0,16-18°C,0.2,0,7
Remelluri,Rioja Blanco,2016,4.3,Rioja,55.0,Blanco,Viura,0,8-10°C,0.078,1,1
Familia Torres,Purgatori Costers del Segre,2018,4.3,Costers del Segre,27.9,Tinto,Blend/Other,0,16-18°C,0.154,0,2
Sonsierra,Perfume de Sonsierra,2014,4.3,Rioja Alta,28.5,Tinto,Blend/Other,0,16-18°C,0.151,0,2
Jaro,Chafandin,2011,4.3,Ribera del Duero,25.65,Tinto,Tempranillo,0,16-18°C,0.168,0,7
Artadi,Valdegines,2017,4.3,Vino de Espana,43.95,Tinto,Tempranillo,0,16-18°C,0.098,0,7
Martinet,Clos Martinet,2017,4.3,Priorato,60.45,Tinto,Grenache / Carinena,0,16-18°C,0.071,1,7
Vins Miquel Gelabert,Chardonnay Roure,2018,4.3,Pla i Llevant,30.3,Blanco,Chardonnay,0,8-10°C,0.142,0,1
Contino,Rioja Graciano,2015,4.3,Rioja,62.5,Tinto,Tempranillo,0,16-18°C,0.069,1,7
Clos Figueras,Clos Figueres,2016,4.3,Priorato,57.49,Tinto,Grenache / Carinena,0,16-18°C,0.075,1,7
Martinet,Clos Martinet,2010,4.3,Priorato,127.2,Tinto,Grenache / Carinena,0,16-18°C,0.034,1,7
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1994,4.3,Rioja,182.0,Tinto,Tempranillo,1,16-18°C,0.024,1,6
Tresmano - Tr3smano,Vendimia,2018,4.3,Ribera del Duero,34.25,Tinto,Tempranillo,0,16-18°C,0.126,0,7
Bodega Tesalia,ARX Arcos de la Frontera,2018,4.3,Andalucia,15.9,Tinto,Blend/Other,0,16-18°C,0.27,0,2
Losada,La Bienquerida,2017,4.3,Bierzo,37.35,Tinto,Mencia,0,16-18°C,0.115,0,7
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2012,4.3,Ribera del Duero,259.0,Tinto,Tempranillo,1,16-18°C,0.017,1,6
Chivite,Navarra Reserva Coleccion 125,2015,4.3,Navarra,20.5,Tinto,Blend/Other,1,16-18°C,0.21,0,6
Bodega de Bardos,Suprema 30 Meses,2012,4.3,Ribera del Duero,24.0,Tinto,Tempranillo,0,16-18°C,0.179,0,7
Alvaro Palacios,Finca Dofi,2007,4.3,Priorato,80.0,Tinto,Grenache / Carinena,0,16-18°C,0.054,1,7
Venus la Universal,Venus,2009,4.3,Montsant,59.55,Tinto,Blend/Other,0,16-18°C,0.072,1,2
Vall Llach,Porrera Vi de Vila,2016,4.3,Priorato,50.67,Tinto,Grenache / Carinena,0,16-18°C,0.085,1,7
Bodegas Roda,Roda I Reserva Rioja,2001,4.3,Rioja,91.0,Tinto,Tempranillo,1,16-18°C,0.047,1,6
Alvaro Palacios,Finca Dofi,2000,4.3,Priorato,88.0,Tinto,Grenache / Carinena,0,16-18°C,0.049,1,7
Clos Figueras,Clos Figueres,2015,4.3,Priorato,70.89,Tinto,Grenache / Carinena,0,16-18°C,0.061,1,7
Casa Castillo,Pie Franco,2016,4.3,Jumilla,59.9,Tinto,Monastrell,0,16-18°C,0.072,1,2
El Grillo y La Luna,Grillo,2012,4.3,Somontano,32.9,Tinto,Blend/Other,0,16-18°C,0.131,0,2
Tridente,Prieto Picudo,2016,4.3,Castilla y Leon,21.4,Tinto,Blend/Other,0,16-18°C,0.201,0,2
Ferrer Bobet,Seleccio Especial Vinyes Velles,2014,4.3,Priorato,64.0,Tinto,Grenache / Carinena,0,16-18°C,0.067,1,7
Marques de Grinon,Emeritvs (Emeritus),2011,4.3,Dominio de Valdepusa,47.0,Tinto,Blend/Other,0,16-18°C,0.091,0,2
Remelluri,Rioja Blanco,2014,4.3,Rioja,60.25,Blanco,Viura,0,8-10°C,0.071,1,1
De Moya,Sofia,2018,4.3,Valencia,15.9,Tinto,Blend/Other,0,16-18°C,0.27,0,2
Campillo,Finca Cuesta Clara Raro Reserva,2011,4.3,Rioja,32.0,Tinto,Tempranillo,1,16-18°C,0.134,0,6
Artadi,Pagos Viejos,2013,4.3,Vino de Espana,62.5,Tinto,Tempranillo,0,16-18°C,0.069,1,7
Tomas Postigo,Fermentado En Barrica Blanco,2017,4.3,Castilla y Leon,24.5,Blanco,Verdejo,1,8-10°C,0.176,0,1
Martinet,Clos Martinet,2006,4.3,Priorato,110.0,Tinto,Grenache / Carinena,0,16-18°C,0.039,1,7
Mas Doix,Doix,2012,4.3,Priorato,82.0,Tinto,Grenache / Carinena,0,16-18°C,0.052,1,7
Abadia Retuerta,Pago Valdebellon,2010,4.3,Sardon de Duero,55.0,Tinto,Cabernet Sauvignon,0,16-18°C,0.078,1,2
Clos d'Agon,Tinto,2014,4.3,Cataluna,36.5,Tinto,Blend/Other,0,16-18°C,0.118,0,2
Abadia Retuerta,Le Domaine Blanco de Guarda,2014,4.3,Sardon de Duero,123.82,Blanco,Blend/Other,0,8-10°C,0.035,1,1
Martinet,Clos Martinet,2013,4.3,Priorato,114.6,Tinto,Grenache / Carinena,0,16-18°C,0.038,1,7
Artadi,Pagos Viejos,2001,4.3,Vino de Espana,130.0,Tinto,Tempranillo,0,16-18°C,0.033,1,7
Garmon,Ribera del Duero,2018,4.3,Ribera del Duero,33.5,Tinto,Tempranillo,0,16-18°C,0.128,0,7
Bodegas Valduero,Ribera Del Duero Gran Reserva,2010,4.3,Ribera del Duero,62.8,Tinto,Tempranillo,1,16-18°C,0.068,1,6
Bodegas Mauro,Godello Blanco,2017,4.3,Bierzo,34.5,Blanco,Blend/Other,0,8-10°C,0.125,0,1
Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2014,4.3,Ribera del Duero,92.24,Tinto,Tempranillo,0,16-18°C,0.047,1,7
Pago de Vallegarcia,Hipperia Red Blend,2016,4.3,Castilla,36.111307180686,Tinto,Blend/Other,0,16-18°C,0.119,0,2
Clos d'Agon,Tinto,2015,4.3,Cataluna,56.92,Tinto,Blend/Other,0,16-18°C,0.076,1,2
Martinet,Clos Martinet,2012,4.3,Priorato,117.3,Tinto,Grenache / Carinena,0,16-18°C,0.037,1,7
Jean Leon,Vinya La Scala Gran Reserva Cabernet Sauvignon,2013,4.3,Penedes,41.9,Tinto,Cabernet Sauvignon,1,16-18°C,0.103,0,6
Bodegas Ateca,Atteca Armas Garnacha Old Vines,2017,4.3,Calatayud,32.9,Tinto,Grenache,0,16-18°C,0.131,0,2
Enate,Syrah (Shiraz),2016,4.3,Somontano,23.5,Tinto,Syrah,0,16-18°C,0.183,0,2
Bodega Campo Eliseo,Campo Eliseo,2009,4.3,Toro,48.5,Tinto,Tempranillo,0,16-18°C,0.089,0,7
Leda,Vinas Viejas Tempranillo,2017,4.3,Castilla y Leon,28.38,Tinto,Tempranillo,0,16-18°C,0.152,0,2
Contino,Rioja Graciano,2016,4.3,Rioja,64.75,Tinto,Tempranillo,0,16-18°C,0.066,1,7
Bodegas Ximenez-Spinola,Delicado Cosecha Pedro Ximenez,2017,4.3,Jerez Pedro Ximenes (PX),19.9,Generoso,Pedro Ximenez,0,12-14°C,0.216,0,4
Do Ferreiro (Bodegas Gerardo Mendez),Cepas Vellas Rias Baixas Albarino,2019,4.3,Rias Baixas,33.95,Blanco,Albarino,0,8-10°C,0.127,0,1
Vinyes Domenech,Teixar,2012,4.3,Montsant,42.25,Tinto,Blend/Other,0,16-18°C,0.102,0,2
Fernandez de Pierola,Vitium Reserva,2010,4.3,Rioja,27.8,Tinto,Tempranillo,1,16-18°C,0.155,0,6
De Muller,Lo Cabalo Reserva,2015,4.3,Priorato,26.9,Tinto,Grenache / Carinena,1,16-18°C,0.16,0,6
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2014,4.3,Ribera del Duero,245.53,Tinto,Tempranillo,1,16-18°C,0.018,1,6
Monteabellon,Finca Matambres,2016,4.3,Ribera del Duero,28.3,Tinto,Tempranillo,0,16-18°C,0.152,0,7
Oxer Wines,Suzzane Rioja,2016,4.3,Rioja,37.29,Tinto,Tempranillo,0,16-18°C,0.115,0,7
Pepe Mendoza Casa Agricola,Giro de Abargues,2019,4.3,Alicante,23.5,Tinto,Monastrell,0,16-18°C,0.183,0,2
De Moya,Sofia,2016,4.3,Valencia,18.9,Tinto,Blend/Other,0,16-18°C,0.228,0,2
Vinos Guerra,Reserva Vermouth Rojo,2015,4.3,Bierzo,8.95,Desconocido,Blend/Other,1,10-14°C,0.48,0,3
Neo,Punta Esencia,2011,4.3,Ribera del Duero,32.45,Tinto,Tempranillo,0,16-18°C,0.133,0,7
Cruz de Alba,Finca Los Hoyales Ribera del Duero,2013,4.3,Ribera del Duero,41.28,Tinto,Tempranillo,0,16-18°C,0.104,0,7
Castano,Casa Cisca Monastrell,2010,4.3,Yecla,33.77,Tinto,Monastrell,0,16-18°C,0.127,0,2
Scala Dei,Pla dels Angels Rosado,2019,4.3,Priorato,23.0,Tinto,Grenache / Carinena,0,16-18°C,0.187,0,7
Vina Pedrosa,Gran Reserva,2009,4.3,Ribera del Duero,67.0,Tinto,Tempranillo,1,16-18°C,0.064,1,6
Terra d'Uro,Uro,2015,4.3,Toro,31.45,Tinto,Tempranillo,0,16-18°C,0.137,0,7
Zarate,Tras da Vina Albarino,2018,4.3,Rias Baixas,33.67,Blanco,Albarino,0,8-10°C,0.128,0,1
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2006,4.3,Cava,87.39,Espumoso,Blend/Other,1,6-8°C,0.049,1,5
La Rioja Alta,Rioja Gran Reserva 904,1989,4.3,Rioja,150.0,Tinto,Tempranillo,1,16-18°C,0.029,1,6
Vizcarra,Ribera del Duero Torralvo,2016,4.3,Ribera del Duero,45.48,Tinto,Tempranillo,0,16-18°C,0.095,0,7
Mas d'en Gil,Clos Fonta Priorat,2007,4.3,Priorato,125.0,Tinto,Grenache / Carinena,0,16-18°C,0.034,1,7
Vinyes Domenech,Teixar,2014,4.3,Montsant,39.5,Tinto,Blend/Other,0,16-18°C,0.109,0,2
Allende,Calvario Rioja,2004,4.3,Rioja,90.0,Tinto,Tempranillo,0,16-18°C,0.048,1,7
Recaredo,Serral del Vell Brut Nature,2013,4.3,Cava,44.41,Espumoso,Blend/Other,0,6-8°C,0.097,0,5
Noelia Bebelia,Albarino,2019,4.3,Rias Baixas,21.5,Blanco,Albarino,0,8-10°C,0.2,0,1
Marti Fabra,Masia Carreras Negre,2018,4.3,Emporda,20.59,Tinto,Blend/Other,0,16-18°C,0.209,0,2
St. Petroni,Branco Vermu,2015,4.3,Galicia,13.95,Desconocido,Blend/Other,0,10-14°C,0.308,0,3
Palmeri Sicilia,Palmeri Navalta Garnacha,2016,4.2,Campo de Borja,28.9,Tinto,Grenache,0,16-18°C,0.145,0,2
Remelluri,Rioja Blanco,2015,4.3,Rioja,56.89,Blanco,Viura,0,8-10°C,0.076,1,1
Pradorey,Elite,2018,4.3,Ribera del Duero,30.9166666666667,Tinto,Tempranillo,0,16-18°C,0.139,0,7
Ukan Winery,Tinto,2018,4.3,Rioja Alavesa,39.9,Tinto,Blend/Other,0,16-18°C,0.108,0,2
Tinto Pesquera,Reserva,2002,4.3,Ribera del Duero,65.0,Tinto,Tempranillo,1,16-18°C,0.066,1,6
Tinto Pesquera,Gran Reserva,1995,4.3,Ribera del Duero,146.05,Tinto,Tempranillo,1,16-18°C,0.029,1,6
Mas Que Vinos,La Plazuela,2015,4.3,Castilla,44.05,Tinto,Blend/Other,0,16-18°C,0.098,0,2
Arzuaga,Gran Reserva Ribera del Duero,2014,4.3,Ribera del Duero,62.56,Tinto,Tempranillo,1,16-18°C,0.069,1,6
Bodegas Estraunza,Solar de Estraunza Reserva,2014,4.3,Rioja,9.8840336,Tinto,Tempranillo,1,16-18°C,0.435,0,6
Beronia,III a.C,2011,4.3,Rioja,46.16,Tinto,Tempranillo,0,16-18°C,0.093,0,7
Valquejigoso,V2 Tinto,2007,4.3,Madrid,48.537665,Tinto,Blend/Other,0,16-18°C,0.089,0,2
Bodega Contador (Benjamin Romeo),La Vina de Andres Romeo Rioja,2011,4.3,Rioja,97.5,Tinto,Tempranillo,0,16-18°C,0.044,1,7
Telmo Rodriguez,Matallana,2014,4.3,Ribera del Duero,42.0,Tinto,Tempranillo,0,16-18°C,0.102,0,7
Pujanza,Rioja Norte,2010,4.3,Rioja,75.0,Tinto,Tempranillo,0,16-18°C,0.057,1,7
Bodegas Roda,Roda I Reserva Rioja,2000,4.3,Rioja,85.0,Tinto,Tempranillo,1,16-18°C,0.051,1,6
Sei Solo,Tinto,2016,4.3,Ribera del Duero,52.8,Tinto,Tempranillo,0,16-18°C,0.081,1,7
Bodegas Mas Alta,Artigas,2019,4.3,Priorato,20.4,Tinto,Grenache / Carinena,0,16-18°C,0.211,0,7
Jaro,Chafandin,2017,4.3,Ribera del Duero,26.2902950466486,Tinto,Tempranillo,0,16-18°C,0.164,0,7
Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2018,4.3,Valencia,19.9,Tinto,Blend/Other,0,16-18°C,0.216,0,2
Bodegas Mauro,Godello Blanco,2015,4.3,Bierzo,92.45,Blanco,Blend/Other,0,8-10°C,0.047,1,1
De Moya,Julia,2018,4.3,Valencia,17.95,Tinto,Monastrell,0,16-18°C,0.24,0,2
Martinet,Clos Martinet,2003,4.3,Priorato,130.5,Tinto,Grenache / Carinena,0,16-18°C,0.033,1,7
Lustau,Jerez-Xeres-Sherry 30 Year Old Oloroso VORS,2015,4.3,Jerez-Xeres-Sherry,39.0,Generoso,Blend/Other,0,12-14°C,0.11,0,4
Gomez Cruzado,Pancrudo,2019,4.3,Rioja,34.9,Tinto,Tempranillo,0,16-18°C,0.123,0,7
Pittacum,Aurea,2012,4.3,Bierzo,28.5,Tinto,Mencia,0,16-18°C,0.151,0,7
Bodega Sommos,Coleccion Syrah,2017,4.3,Somontano,25.89,Tinto,Syrah,0,16-18°C,0.166,0,2
Celler de Capcanes,Flor de Primavera Peraj Ha'abib,2018,4.3,Montsant,27.5,Tinto,Blend/Other,0,16-18°C,0.156,0,2
